,name,width,height,framerate,mos
481,8-2-2-submit-00000-crop,720,720,30.0,3.6
482,8-2-2-submit-82495-crop,720,720,30.0,4.2
483,8-2-2-submit-82501-crop,720,720,30.0,4.2
484,8-2-2-submit-82508-crop,720,720,30.0,1.8
485,8-2-2-submit-82511-crop,720,720,30.0,3.0
486,8-2-2-submit-82882-crop,720,720,30.0,4.2
487,8-2-2-submit-82910-crop,720,720,30.0,3.8
488,8-2-2-submit-82999-crop,720,720,30.0,3.0
489,8-2-2-submit-83063-crop,720,720,30.0,3.4
490,8-2-2-submit-83485-crop,720,720,30.0,1.8
491,8-2-2-submit-83496-crop,720,720,30.0,3.2
492,8-2-2-submit-83609-crop,720,720,30.0,3.8
493,8-2-2-submit-83619-crop,240,244,24.0,3.2
494,9-1-4-submit-00000-crop,544,544,30.0,4.2
495,9-1-4-submit-82495-crop,544,544,30.0,3.6
496,9-1-4-submit-82501-crop,544,544,30.0,4.0
497,9-1-4-submit-82508-crop,544,544,30.0,1.6
498,9-1-4-submit-82511-crop,544,544,30.0,3.8
499,9-1-4-submit-82882-crop,544,544,30.0,3.8
500,9-1-4-submit-82910-crop,544,544,30.0,3.6
501,9-1-4-submit-82999-crop,544,544,30.0,3.0
502,9-1-4-submit-83063-crop,544,544,30.0,2.6
503,9-1-4-submit-83485-crop,544,544,30.0,2.0
504,9-1-4-submit-83496-crop,544,544,30.0,2.4
505,9-1-4-submit-83609-crop,544,544,30.0,3.4
506,9-1-4-submit-83619-crop,180,184,24.0,3.8
507,9-2-2-submit-00000-crop,642,642,30.0,4.0
508,9-2-2-submit-82495-crop,642,642,30.0,3.2
509,9-2-2-submit-82501-crop,642,642,30.0,4.2
510,9-2-2-submit-82508-crop,642,642,30.0,1.6
511,9-2-2-submit-82511-crop,642,642,30.0,3.2
512,9-2-2-submit-82882-crop,642,642,30.0,3.8
513,9-2-2-submit-82910-crop,642,642,30.0,3.0
514,9-2-2-submit-82999-crop,642,642,30.0,3.2
515,9-2-2-submit-83063-crop,642,642,30.0,2.6
516,9-2-2-submit-83485-crop,642,642,30.0,1.8
517,9-2-2-submit-83496-crop,642,642,30.0,3.0
518,9-2-2-submit-83609-crop,642,642,30.0,3.6
519,9-2-2-submit-83619-crop,214,218,24.0,4.0
