,Unnamed: 0,name,width,height,framerate,mos
413,413,5-2-2-submit-83496-crop,658,658,30.0,2.9299999999999997
414,414,5-2-2-submit-83609-crop,658,658,30.0,3.2150000000000007
415,415,5-2-2-submit-83619-crop,218,224,24.0,3.4450000000000003
416,416,6-1-6-submit-00000-crop,644,644,30.0,3.845
417,417,6-1-6-submit-82495-crop,644,644,30.0,3.0900000000000003
418,418,6-1-6-submit-82501-crop,644,644,30.0,3.8950000000000005
419,419,6-1-6-submit-82508-crop,644,644,30.0,1.7950000000000004
420,420,6-1-6-submit-82511-crop,644,644,30.0,3.7199999999999998
421,421,6-1-6-submit-82882-crop,644,644,30.0,3.91
422,422,6-1-6-submit-82910-crop,644,644,30.0,3.65
423,423,6-1-6-submit-82999-crop,644,644,30.0,2.755
424,424,6-1-6-submit-83063-crop,644,644,30.0,2.63
425,425,6-1-6-submit-83485-crop,644,644,30.0,1.775
426,426,6-1-6-submit-83496-crop,644,644,30.0,2.9299999999999997
427,427,6-1-6-submit-83609-crop,644,644,30.0,3.2150000000000007
428,428,6-1-6-submit-83619-crop,214,218,24.0,3.4450000000000003
429,429,6-2-7-submit-00000-crop,724,724,30.0,3.845
430,430,6-2-7-submit-82495-crop,724,724,30.0,3.0900000000000003
431,431,6-2-7-submit-82501-crop,724,724,30.0,3.8950000000000005
432,432,6-2-7-submit-82508-crop,724,724,30.0,1.7950000000000004
433,433,6-2-7-submit-82511-crop,724,724,30.0,3.7199999999999998
434,434,6-2-7-submit-82882-crop,724,724,30.0,3.91
435,435,6-2-7-submit-82910-crop,724,724,30.0,3.65
436,436,6-2-7-submit-82999-crop,724,724,30.0,2.755
437,437,6-2-7-submit-83063-crop,724,724,30.0,2.63
438,438,6-2-7-submit-83485-crop,724,724,30.0,1.775
439,439,6-2-7-submit-83496-crop,724,724,30.0,2.9299999999999997
440,440,6-2-7-submit-83609-crop,724,724,30.0,3.2150000000000007
441,441,6-2-7-submit-83619-crop,240,246,24.0,3.4450000000000003
442,442,7-1-5-submit-00000-crop,524,524,30.0,3.845
443,443,7-1-5-submit-82495-crop,524,524,30.0,3.0900000000000003
444,444,7-1-5-submit-82501-crop,524,524,30.0,3.8950000000000005
445,445,7-1-5-submit-82508-crop,524,524,30.0,1.7950000000000004
446,446,7-1-5-submit-82511-crop,524,524,30.0,3.7199999999999998
447,447,7-1-5-submit-82882-crop,524,524,30.0,3.91
448,448,7-1-5-submit-82910-crop,524,524,30.0,3.65
449,449,7-1-5-submit-82999-crop,524,524,30.0,2.755
450,450,7-1-5-submit-83063-crop,524,524,30.0,2.63
451,451,7-1-5-submit-83485-crop,524,524,30.0,1.775
452,452,7-1-5-submit-83496-crop,524,524,30.0,2.9299999999999997
453,453,7-1-5-submit-83609-crop,524,524,30.0,3.2150000000000007
454,454,7-1-5-submit-83619-crop,174,178,24.0,3.4450000000000003
455,455,7-2-3-submit-00000-crop,572,572,30.0,3.845
456,456,7-2-3-submit-82495-crop,572,572,30.0,3.0900000000000003
457,457,7-2-3-submit-82501-crop,572,572,30.0,3.8950000000000005
458,458,7-2-3-submit-82508-crop,572,572,30.0,1.7950000000000004
459,459,7-2-3-submit-82511-crop,572,572,30.0,3.7199999999999998
460,460,7-2-3-submit-82882-crop,572,572,30.0,3.91
461,461,7-2-3-submit-82910-crop,572,572,30.0,3.65
462,462,7-2-3-submit-82999-crop,572,572,30.0,2.755
463,463,7-2-3-submit-83063-crop,572,572,30.0,2.63
464,464,7-2-3-submit-83485-crop,572,572,30.0,1.775
465,465,7-2-3-submit-83496-crop,572,572,30.0,2.9299999999999997
466,466,7-2-3-submit-83609-crop,572,572,30.0,3.2150000000000007
467,467,7-2-3-submit-83619-crop,190,194,24.0,3.4450000000000003
468,468,8-1-6-submit-00000-crop,570,570,30.0,3.845
469,469,8-1-6-submit-82495-crop,570,570,30.0,3.0900000000000003
470,470,8-1-6-submit-82501-crop,570,570,30.0,3.8950000000000005
471,471,8-1-6-submit-82508-crop,570,570,30.0,1.7950000000000004
472,472,8-1-6-submit-82511-crop,570,570,30.0,3.7199999999999998
473,473,8-1-6-submit-82882-crop,570,570,30.0,3.91
474,474,8-1-6-submit-82910-crop,570,570,30.0,3.65
475,475,8-1-6-submit-82999-crop,570,570,30.0,2.755
476,476,8-1-6-submit-83063-crop,570,570,30.0,2.63
477,477,8-1-6-submit-83485-crop,570,570,30.0,1.775
478,478,8-1-6-submit-83496-crop,570,570,30.0,2.9299999999999997
479,479,8-1-6-submit-83609-crop,570,570,30.0,3.2150000000000007
480,480,8-1-6-submit-83619-crop,190,194,24.0,3.4450000000000003
481,481,8-2-2-submit-00000-crop,720,720,30.0,3.845
482,482,8-2-2-submit-82495-crop,720,720,30.0,3.0900000000000003
483,483,8-2-2-submit-82501-crop,720,720,30.0,3.8950000000000005
484,484,8-2-2-submit-82508-crop,720,720,30.0,1.7950000000000004
485,485,8-2-2-submit-82511-crop,720,720,30.0,3.7199999999999998
486,486,8-2-2-submit-82882-crop,720,720,30.0,3.91
487,487,8-2-2-submit-82910-crop,720,720,30.0,3.65
488,488,8-2-2-submit-82999-crop,720,720,30.0,2.755
489,489,8-2-2-submit-83063-crop,720,720,30.0,2.63
490,490,8-2-2-submit-83485-crop,720,720,30.0,1.775
491,491,8-2-2-submit-83496-crop,720,720,30.0,2.9299999999999997
492,492,8-2-2-submit-83609-crop,720,720,30.0,3.2150000000000007
493,493,8-2-2-submit-83619-crop,240,244,24.0,3.4450000000000003
494,494,9-1-4-submit-00000-crop,544,544,30.0,3.845
495,495,9-1-4-submit-82495-crop,544,544,30.0,3.0900000000000003
496,496,9-1-4-submit-82501-crop,544,544,30.0,3.8950000000000005
497,497,9-1-4-submit-82508-crop,544,544,30.0,1.7950000000000004
498,498,9-1-4-submit-82511-crop,544,544,30.0,3.7199999999999998
499,499,9-1-4-submit-82882-crop,544,544,30.0,3.91
500,500,9-1-4-submit-82910-crop,544,544,30.0,3.65
501,501,9-1-4-submit-82999-crop,544,544,30.0,2.755
502,502,9-1-4-submit-83063-crop,544,544,30.0,2.63
503,503,9-1-4-submit-83485-crop,544,544,30.0,1.775
504,504,9-1-4-submit-83496-crop,544,544,30.0,2.9299999999999997
505,505,9-1-4-submit-83609-crop,544,544,30.0,3.2150000000000007
506,506,9-1-4-submit-83619-crop,180,184,24.0,3.4450000000000003
507,507,9-2-2-submit-00000-crop,642,642,30.0,3.845
508,508,9-2-2-submit-82495-crop,642,642,30.0,3.0900000000000003
509,509,9-2-2-submit-82501-crop,642,642,30.0,3.8950000000000005
510,510,9-2-2-submit-82508-crop,642,642,30.0,1.7950000000000004
511,511,9-2-2-submit-82511-crop,642,642,30.0,3.7199999999999998
512,512,9-2-2-submit-82882-crop,642,642,30.0,3.91
513,513,9-2-2-submit-82910-crop,642,642,30.0,3.65
514,514,9-2-2-submit-82999-crop,642,642,30.0,2.755
515,515,9-2-2-submit-83063-crop,642,642,30.0,2.63
516,516,9-2-2-submit-83485-crop,642,642,30.0,1.775
517,517,9-2-2-submit-83496-crop,642,642,30.0,2.9299999999999997
518,518,9-2-2-submit-83609-crop,642,642,30.0,3.2150000000000007
519,519,9-2-2-submit-83619-crop,214,218,24.0,3.4450000000000003
